,code,name,latitude,longitude
,00N,Bucks Airport,39.473201751709,-75.1852035522461
,00NC,North Raleigh Airport,36.0852012634277,-78.3713989257813
,00NJ,Colgate-Piscataway Heliport,40.5209007263184,-74.4746017456055
,00NK,Cliche Cove Seaplane Base,44.8118612,-73.3698057
,00NY,Weiss Airfield,42.9001007080078,-77.4997024536133
,,Exit 3 Airport,41.590476,-84.141583
,00OI,Miami Valley Hospital Heliport,39.7453002929687,-84.1874008178711
,00OK,Gull Bay Landing Airport,36.198598,-96.217693
,00OR,Steel Systems Heliport,44.9328994750977,-123.129997253418
,00PA,R J D Heliport,39.9488983154297,-75.7469024658203
,00PN,Ferrell Field,41.2995,-80.211111
,,Thomas Field,40.3778,-77.365303
,,McKenzie Bridge State Airport,44.181466,-122.086
,00SC,Flying O Airport,34.0093994140625,-80.2671966552734
,00SD,Homan Field,44.809158,-96.498897
,,SW Region FAA Heliport,32.8269,-97.305801
,00TE,Tcjc-Northeast Campus Heliport,32.847599029541,-97.1894989013672
,00TN,Ragsdale Road Airport,35.5158996582031,-85.9535980224609
,00TS,Alpine Range Airport,32.6076011657715,-97.2419967651367
,,San Jacinto Methodist Hospital Heliport,29.7377,-94.980201
,,Clear Creek Ranch Airport,37.247799,-112.821998
,00VA,Vaughan Airport,36.57600021,-78.9991684
,00VI,Groundhog Mountain Airport,36.6632995605469,-80.4994964599609
,,Lower Granite State Airport,46.672884,-117.441933
,00WA,Howell Airport,47.1783981323242,-122.772003173828
,00WI,Northern Lite Airport,44.3042984008789,-89.0501022338867
,00WN,Hawks Run Airport,46.25,-117.249000549316
,00WV,Lazy J. Aerodrome,38.8288993835449,-79.866096496582
,00WY,Mountain View Regional Hospital Heliport,42.840361,-106.224443
,00XS,L P Askew Farms Airport,33.0334014892578,-101.93399810791
,01A,Purkeypile Airport,62.9435997009277,-152.270004272461
,01AK,Providence Seward Medical Center Heliport,60.1058739754,-149.446249008
,01AL,Ware Island Airport,32.9459991455078,-86.5139007568359
,01AR,DeQueen Medical Center Heliport,34.047456,-94.354023
,01AZ,Yat Heliport,34.607406,-111.8609
,01C,Grant Airport,43.341701507568,-85.775001525879
,01CA,SCE Lugo Substation Heliport,34.368241,-117.370059
,01CL,Swansboro Country Airport,38.7999000549316,-120.734001159668
,01CN,Los Angeles County Sheriff's Department Heliport,34.0377998352051,-118.153999328613
,01CO,St Vincent General Hospital Heliport,39.2453002929687,-106.246002197266
,01CT,Berlin Fairgrounds Heliport,41.6273002624512,-72.7275009155273
,01FA,Rybolt Ranch Airport,28.5893993377686,-81.1442031860352
,01FD,Advent Health Altamonte Springs Heliport,28.666639,-81.3697
,01FL,Cedar Knoll Flying Ranch Airport,28.7819004058838,-81.1592025756836
,01GA,Medical Center Heliport,32.4793014526367,-84.9791030883789
,01GE,The Farm Airport,32.675106,-82.771055
,01IA,Stender Airport,41.6610984802246,-90.7413024902344
,01ID,Lava Hot Springs Airport,42.6082,-112.031998
,01II,Myers Field,39.8849983215332,-86.5066986083984
,01IL,Hoopeston Community Memorial Hospital Heliport,40.4585990905762,-87.6595001220703
,01IN,Community Hospital Heliport,40.1309013366699,-85.69580078125
,01IS,William E. Koenig Airport,39.0162010192871,-90.3181991577148
,01J,Hilliard Airpark,30.68630027771,-81.9057006835937
,01K,Caldwell Municipal Airport,37.0360984802246,-97.5864028930664
,01KS,Flying N Ranch Airport,38.540599822998,-97.003303527832
,01KY,Lourdes Hospital Heliport,37.051700592041,-88.6468963623047
,01LA,Barham Airport,32.6389999389648,-91.7736968994141
,01LL,Schumaier Restricted Landing Area,38.1258010864258,-89.4638977050781
,01LS,Country Breeze Airport,30.722478,-91.077372
,01MA,Compaq Andover Heliport,42.6250991821289,-71.1800994873047
,01MD,Annapolis Seaplane Base,38.999199,-76.456001
,01ME,Saint Peter's Seaplane Base,46.7789001464844,-68.5002975463867
,01MI,Flow Through Terminal Heliport,43.0494995117188,-83.6797027587891
,01MN,Barnes Seaplane Base,47.899600982666,-92.5574035644531
,01MO,Highway Patrol Troop C Headquarters Heliport,38.6417007446289,-90.4842987060547
,01MT,Crystal Lakes Resort Airport,48.7891006469727,-114.879997253418
,01NC,Topsail Airpark,34.4752998352051,-77.5813980102539
,01NE,Detour Airport,40.8436012268066,-100.65299987793
,01NH,Moore Airfield,43.6445,-72.086998
,01NJ,Albert Guido Memorial Heliport,40.7417984008789,-74.1371002197266
,01NM,Champion Ranch Airport,33.008611,-104.540278
,01NV,Lantana Ranch Airport,38.7639007568359,-119.027000427246
,01NY,Vassar Hospital Heliport,41.692415,-73.93683
,01OH,Atrium Medical Center Heliport,39.497455,-84.313851
,01OI,Avita Health System Galion Hospital Heliport,40.730267,-82.802022
,,Lawrence Airport,35.294498,-98.636496
,01OL,Spring Creek Ranch East Airport,34.391667,-96.690833
,,Red & White Flying Service Airport,43.119301,-121.044997
,,Pine Heliport,40.655602,-80.050903
,01PN,Bierly(Personal Use) Airport,40.9305992126465,-77.738899230957
,01PS,Nort's Resort Airport,41.5959014892578,-76.0296020507812
,01SC,York Airport,35.0321006774902,-81.252799987793
,01TA,Thirty Thirty Matlock Office Center Heliport,32.6941986083984,-97.1157989501953
,01TE,Smith Field,32.7375984191895,-96.4280014038086
,01TN,Colonial Air Park,34.9958992004395,-89.730598449707
,,St Joseph Hospital Heliport,32.7285,-97.324501
,01TT,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119
,,Mims Farm Ultralightport,32.388115,-96.877398
,01U,Duckwater Airport,38.8516006469727,-115.634002685547
,01UT,La Sal Junction Airport,38.3083000183105,-109.396003723145
,01VA,Pickles Airport,39.125,-77.9250030518
,01WA,Willapa Harbor Heliport,46.663200378418,-123.811996459961
,01WI,Prehn Cranberry Company Airport,44.0099983215332,-90.3891983032227
,01WN,Whidbey General Hospital Heliport,48.2134017944336,-122.684997558594
,01WT,Odyssey Heliport,47.518178,-122.210908
,01WY,Keyhole Airport,44.3471984863281,-104.810997009277
,01XA,Ascension Seton Hays Heliport,30.007222,-97.853333
,01XS,Meadowood Ranch Heliport,32.0201988220215,-95.7454986572266
,02AA,Barefoot Airport,61.506147,-149.912825
,02AK,Rustic Wilderness Airport,61.876907,-150.097626
,02AL,Bass Field,30.3715000152588,-87.7643966674805
,,Three Rivers Airport,34.822445,-92.44442
,,Winchester Farm Airstrip,32.376401,-109.936996
,02CA,Swepi Beta Platform Ellen Heliport,33.5825004577637,-118.128997802734
,02CD,Shannon Field,34.1296005249023,-90.5240020751953
,02CL,Conover Air Lodge Airport,34.761101,-119.058998
,02CO,Mc Cullough Airport,37.6432991028,-106.04699707
,02CT,Strangers Point Heliport,41.9196014404297,-72.4445037841797
,02FA,Osborn Airfield,28.5266990661621,-81.8748016357422
,02FD,Triple R Ranch Airport,30.950976,-86.635555
,,Cuchens Airport,30.642527,-86.118779
,02GA,Doug Bolton Field,34.2025985717773,-83.4290008544922
,02GE,Etowah Fields Airport,34.1753005981445,-84.9244003295899
,02HI,K3 Helipad Heliport,21.3619995117187,-157.95100402832
,02IA,Boone County Hospital Heliport,42.0560989379883,-93.8779983520508
,02ID,Morgan Ranch Airport,44.5555000305176,-115.305000305176
,02II,King Ultralightport,40.0623016357422,-86.2105026245117
,02IN,Diamond P. Field,40.2089004516602,-85.5408020019531
,02IS,Condell Medical Center Heliport,42.274600982666,-87.9572982788086
,02KS,Jmj Landing Airport,39.2221984863281,-96.0552978515625
,02KT,St Claire Healthcare Heliport,38.181441,-83.443319
,02KY,Boone National Guard Heliport,38.190282,-84.906442
,02LA,La State Police Troop G Heliport,32.5312995910645,-93.6602020263672
,02LS,Windy Hill Heliport,30.1483001708984,-91.9189987182617
,02MA,Cuttyhunk Heliport,41.419601,-70.927002
,02MD,Garner Field,38.672544,-76.709739
,02ME,Nadeau's Airfield,43.537467,-70.930685
,02MI,Fairplains Airpark,43.1571006774902,-85.1484985351562
,,Greenbush Municipal Airport,48.686527,-96.191976
,02MO,Troy Airpark,39.0499992370605,-91.0335006713867
,02MS,Watts Field,34.095701,-90.846131
,,Barrett Field,47.2374,-111.74304
,,Timber Line Airpark,36.655612,-93.802387
,,Race City Heliport,35.540477,-80.598047
,02NE,Benes Service Airport,41.0745010375977,-96.9045028686523
,02NH,Iroquois Landing Seaplane Base,44.6571006774902,-71.2191009521484
,02NJ,Penske Heliport,40.557300567627,-74.4671020507812
,02NV,Paiute Meadows Airport,41.299551,-118.926709
,02NY,Hansen Heliport,43.1325988769531,-75.6555023193359
,02OH,Zimmerman Airport,41.3763999938965,-83.0832977294922
,02OI,Murtha Airport,41.8019981384277,-80.5653991699219
,,Canon Heliport,35.458401,-97.525297
,02OL,War Veterans Colony Heliport,34.811412,-95.307727
,02OR,Rowena Dell Airport,45.6814994812012,-121.31600189209
,26PA,Stottle Memorial Heliport,40.403596,-77.556602
,02PA,Lag Iii Heliport,40.4383010864258,-79.7699966430664
,02PN,Peco Berwyn Heliport,40.0695991516113,-75.4552001953125
,02PR,Cuylers Airport,18.464924,-66.363773
,02PS,Hughes Ultralightport,41.9006004333496,-77.2303009033203
,02SC,Harpers Airport,32.7584991455078,-81.2248001098633
,02T,Wise River Airport,45.769100189209,-112.982002258301
,02TA,Matagorda Shore Facility Heliport,28.722177,-95.875813
,02TE,Baylor Medical Center Heliport,32.3954010009766,-96.8641967773437
,02TN,Ellis Field,35.7806015014648,-86.5841979980469
,,FWOMC Heliport,32.747601,-97.370003
,,The Palms At Kitty Hawk Airport,33.370403,-101.922882
,02UT,Lucin Airport,41.3662986755371,-113.843002319336
,02VA,The Greenhouse Airport,38.4356994628906,-77.8572006225586
,02VG,Northstar Aviation Heliport,36.638801574707,-82.11669921875
,02WA,Cawleys South Prairie Airport,47.1523017883301,-122.09400177002
,02WI,Beer Airport,45.0318984985352,-92.6557998657227
,02WN,Fowler Field,48.7458000183105,-119.319000244141
,02XA,JLS Farms Airport,33.591319,-95.882864
,02XS,Seidel Ranch Airport,30.07763,-97.759038
,03AA,Trapper T Heliport,61.556055,-149.284527
,03AK,Joe Clouds Seaplane Base,60.727222442627,-151.132781982422
,03AL,Highland Medical Center Heliport,34.662604,-86.046774
,03AR,Hscmh Heliport,34.3576011657715,-92.7884979248047
,03AZ,Thompson International Aviation Airport,31.430971,-110.088087
,03CA,Grossmont Hospital Heliport,32.779484,-117.006952
,03CO,Kugel-Strong Airport,40.2125015259,-104.744003296
,03FA,Lake Persimmon Airstrip,27.353099822998,-81.4080963134766
,,Tharpe Airport,30.8288,-85.731003
,03FL,Ranger Heliport,26.683716,-80.186561
,03GA,HIA Airport,32.5623056,-81.8576944
,,Clarks Dream Strip,39.644199,-83.018204
,,East Field,41.581902,-92.461304
,03ID,Flying Y Ranch Airport,44.7943000793457,-116.532997131348
,03II,Davis Field Ultralightport,37.9620018005,-87.7789001465
,03IL,Wix Airport,41.4023017883301,-87.8167037963867
,03IN,Heinzman Airport,40.1800003051758,-86.0124969482422
,03IS,OSF St Anthony's Health Center Heliport,38.904999,-90.173401
,03KS,Valley Grain Heliport,39.8647003173828,-95.2640991210938
,03KY,Flying H Farms Airport,37.7916984558105,-87.5413970947266
,03LA,Damien Heliport,30.1996002197266,-91.1278991699219
,03LS,Fmc Nr 1 Heliport,32.1590003967285,-91.7080001831055
,03M,Lakeside Marina Seaplane Base,44.3208999633789,-69.8895034790039
,03MA,Hadley Airport,42.393431,-72.551553
,03MD,Upper Chesapeake Medical Center Heliport,39.518427,-76.346022
,03ME,Maple Ridge Airport,44.0842018127441,-70.6272964477539
,03MI,Harold Miller Heliport,43.5508995056152,-83.8621978759766
,03MN,Nauerth Land Ranch Airport,43.6251983642578,-95.2247009277344
,,Cahoochie Airport,37.884499,-93.131599
,03MS,Vicksburg Medical Center Heliport,32.3188018798828,-90.8832015991211
,3MT7,Cascade Field,47.267327,-111.71748
,03MU,Mc Donnell Airport,38.4925003052,-94.4124984741
,K03N,Utirik Airport,11.222,169.852005
,03NC,Pilots Ridge Airport,34.1043014526367,-77.9041976928711
,03ND,Olafson Brothers Airport,48.6263999938965,-97.8290023803711
,03NE,Hyde Ranch Airport,41.5463981628418,-99.3311996459961
,03NH,Lorden Heliport,42.8153991699219,-71.124397277832
,,AT&T Heliport,40.668713,-74.410152
,03NM,Miner's Colfax Medical Center Heliport,36.862377,-104.442853
,03NR,Johnston Medical Center Heliport,35.63027,-78.50392
,03NV,Llama Ranch Airport,40.584400177002,-115.297996520996
,03NY,Talmage Field,40.9584007263184,-72.716796875
,03OH,Gibbs Field,41.416933,-83.018339
,03OI,"Cleveland Clinic, Marymount Hospital Heliport",41.420312,-81.599552
,03OK,Sahoma Lake Airport,36.041259,-96.161517
,03OL,Bluebird Airport,35.012334,-97.702735
,03OR,Powwatka Ridge Airport,45.8554000854492,-117.484001159668
,03PA,Collegeville Heliport,40.162899017334,-75.4656982421875
,03PN,M.P. Metals Heliport,41.066861,-76.180806
,03PR,Sun View Field Airport,39.065947,-94.921703
,,Ziggy's Field,40.849998,-77.905602
,03S,Sandy River Airport,45.401798248291,-122.228996276855
,03SC,Seacoast Medical Center Heliport,33.8650016784668,-78.6619033813477
,,Gay Hill Farm Airport,30.262699,-96.500198
,03TE,Barronena Ranch Airport,27.490812,-98.669615
,03TN,Eagles Landing Heliport,35.9225006103516,-83.5793991088867
,03TS,Shannon Medical Center Heliport,31.4658,-100.43397
,03TT,Brazos Polo Airport,29.632117,-95.932481
,03TX,M D K Field Heliport,29.580929,-95.30508
,03UT,AZ Minerals Corporation Airport,37.114384,-109.99014
,03VA,Whipoorwill Springs Airport,38.6646003723145,-77.5796966552734
,03WA,Spangle Field,47.4081993103027,-117.372001647949
,03WI,Zink Airport,44.028873,-88.883945
,03WN,Aerostone Ranch Airport,45.875,-120.669998168945
,03WT,Lopez Medical Clinic Heliport,48.524894,-122.912394
,03XA,Del Sol Medical Center Heliport,31.7574,-106.346895
,03XS,Creekside Airport,31.3180999755859,-100.753997802734
,04AA,Flying W Ranch Airport,60.535833,-150.811387
,04AL,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123
,04AR,Saline Memorial Hospital Heliport,34.574319,-92.586047
,04AZ,(Old) Chinle Airport,36.147197,-109.560771
,KGXA,Gray Butte Field,34.5639,-117.675003
,04CL,Hunt's Sky Ranch Airport,33.0816993713379,-116.44100189209
,04CT,Shingle Mill Heliport,41.7551002502441,-73.0523986816406
,,De Leon Municipal Airport,32.098801,-98.525325
,04FA,Richards Field,25.5587005615234,-80.5150985717773
,04FD,Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.336981
,04FL,Cross Creek Farms Airport,29.240353,-81.222525
,04I,Columbus Southwest Airport,39.9112014770508,-83.1887969970703
,04IA,Middlekoop Airport,41.0882987976074,-92.0546035766602
,04ID,Lanham Field,43.877015,-116.538365
,04II,Turkey Run Airport,41.1305999755859,-84.9941024780273
,04IL,Schertz Aerial Service - Hudson Airport,40.6375007629,-89.0070037842
,04IN,Lake Gage Seaplane Base,41.701389,-85.113056
,04IS,Van Gorder Airport,40.1786003112793,-88.5690002441406
,04KS,Robinson Industries Heliport,38.9789009094238,-95.2197036743164
,04KY,Natchez Trace Farm Airport,37.1351013183594,-85.7893981933594
,04LA,Saint James Parish Hospital Heliport,30.051001,-90.703848
,04LL,Brunner Airport,42.136100769043,-88.28759765625
,04LS,La National Guard Heliport,30.4461002349854,-91.1053009033203
,04MA,Goddard Field,42.810908,-71.140959
,04MD,Chesapeake City Heliport,39.5181007385254,-75.821403503418
,04ME,Beech Hill Airport,44.6666984558105,-69.8938980102539
,04MI,Rapids Airway Airport,42.5345001220703,-84.628303527832
,04MN,Helblad Airport,47.9858016967773,-94.686897277832
,04MO,Airpark Private Airport,39.3012008666992,-91.4514999389649
,04MS,Nick's Flying Service Inc Airport,32.9396018982,-90.8373031616
,04MT,Pluhar Airport,47.1374977778,-106.488095
,04NC,Western Wake Medical Center Heliport,35.739200592,-78.7822036743
,04NE,Mc Connell Field Airport,41.1599998474,-101.299003601
,04NJ,Emmanuel Airport,39.5968017578,-75.2334976196
,04NR,McGee 04 Heliport,34.775671,-77.392244
,04NV,Kingston Ranch Airport,35.7555007935,-115.665000916
,04NY,Klaverack Airport,42.262298584,-73.6961975098
,04OG,Teufel Heliport,45.530833,-123.085556
,,Bossow Airport,41.2477,-81.100701
,04OK,Stillwater Medical Center Heliport,36.1152992249,-97.079498291
,04OR,Collins Landing Strip,44.7499008179,-120.200996399
,04PA,S & C Distribution Center Heliport,39.8792991638,-75.2287979126
,04PN,Strawbridge & Clothier Exton Heliport,40.0306619,-75.63021
,04SC,Emergency Helipad,34.842188,-82.60714
,04SD,Cheyenne River Health Center Heliport,44.993124,-101.243011
,04TA,Capitol National Bank Building Heliport,30.270262,-97.745275
,04TE,Veterans Affairs Medical Center Heliport,29.699687,-95.39069
,04TN,Hensley Airpark,36.1833000183,-82.6789016724
,04TS,Hummingbird Heliport,30.553284,-97.605358
,04TT,4D Ranch Airport,29.713072,-99.545642
,04TX,Pocock Airport,31.732779,-97.369326
,04UT,Navajo Mountain Airport,37.006689,-110.794701
,04V,Saguache Municipal Airport,38.0990833,-106.1743889
,04VA,Russell County Medical Center Heliport,36.898,-82.078
,04VG,Manquin Flight Park Ultralightport,37.706546,-77.201621
,04VT,Lightning Bolt Field Airport,44.4011001587,-72.2636032104
,04W,Field of Dreams Airport,46.0228004456,-92.895401001
,04WA,Ox Meadows Airport,47.5817985535,-117.43699646
,04WI,Dutch Gap Airstrip,42.523399353,-88.0167007446
,04WN,Stillwater Creek Airport,46.95835,-119.63864
,04WV,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,39.6536111111,-79.9561111111
,04XA,Pecan Field,33.283933,-98.402861
,,Schmidts Heliport,32.5821,-97.142502
,05AK,Wasilla Creek Airpark,61.66830063,-149.1880035
,05AL,Allen Stagefield Army Heliport,31.2311992645,-85.6496963501
,05AR,Ozark Skies Airpark,36.000633,-93.57025
,05AZ,Yuma Regional Medical Center Heliport,32.683452,-114.634346
,,Van Buren Seaplane Base,47.158901,-67.931999
,05CA,Lost Hills Sheriff's Station Heliport,34.1377983093,-118.713996887
,05CL,Pope Valley Airport,38.6106987,-122.39099884
,05CO,Rancho de Aereo Airport,40.214984,-104.984423
,05CT,O And G Heliport,41.7737007141,-73.1162033081
,05FA,Melanie's Airport,30.9188995361328,-86.2182998657227
,05FD,Aventura Heliport,25.9608993530273,-80.1391983032227
,05FL,Charlton Strip,26.52018,-81.41031
,05GA,Raju Airport,32.0713996887207,-84.7144012451172
,05IA,Spotts Field,43.1375007629395,-93.0682983398438
,05ID,Running Creek Ranch Airport,45.914101,-114.835999
,05II,Reichhart Airport,41.0287017822266,-84.997200012207
,05IL,Classic Landings Airport,41.1567001342773,-88.0167007446289
,05IN,Cooper Airport,39.6419982910156,-86.5042037963867
,05IS,Hardy Airport,39.7258987426758,-89.2639999389649
,05KS,Darbro Field,37.2662010192871,-95.9591979980469
,05KT,High Point Farm Airport,38.187091,-84.93011
,05KY,Cartersville Airport,37.53575,-84.407303
,05LA,Greg's Flying Service Airport,32.2653007507324,-91.6977996826172
,05LL,Midwest Heliport,41.749228,-87.935783
,05LS,Grass Roots Airport,31.252148,-92.47569
,,Pauls Valley General Hospital Heliport,34.71979,-97.214237
,05MA,Bentley Heliport,42.6912002563477,-70.9123001098633
,05MD,Breezecroft Airport,39.244232,-76.198661
,05ME,Drisko Airport,44.6570014953613,-67.559196472168
,05MI,Oakwood Heritage Hospital Heliport,42.236433,-83.276421
,05MN,Northern Pines Medical Center Heliport,47.5175001,-92.2302778
,05MO,Portageville Community Heliport,36.4297981262207,-89.6800994873047
,05MS,VA Medical Center Jackson Heliport,32.32973,-90.16273
,05MT,Jones Landing Airport,45.815368,-111.152163
,,Brunswick Community Hospital Heliport,34.008099,-78.2911
,05NE,Mc Kay Airport,41.7221984863,-98.3089981079
,05NH,Stumpfield Heliport,42.9239006042481,-70.9514007568359
,05NJ,Paulus Hook Pier Heliport,40.7140007019043,-74.0315017700195
,05NV,Baker Ranches Airport,39.0311,-114.088219
,05NY,Oswego County At Pulaski Heliport,43.5519981384277,-76.090202331543
,05OG,Drill Field Pad Heliport,44.059531,-123.118951
,05OI,Dorlon Airpark,41.2883987426758,-81.9626007080078
,,Hawk Haven Airport,35.8534,-97.567497
,05OR,Peacock Ranch Airport,45.4415016174316,-117.350997924805
,05PA,PECO Mob. Heliport,39.9548,-75.178201
,05PN,State Police Area Iii Heliport,40.3000984191895,-76.8580017089844
,05PS,Mills Brothers Airport,40.1427993774414,-77.8619003295898
,05S,Vernonia Airfield,45.8515014648438,-123.241996765137
,05TA,Brandes Air Field,29.8090991973877,-96.2650985717773
,05TE,Hilde-Griff Field,30.7220993041992,-97.7913970947266
,,Thurmond Glenn Field,35.556998,-89.552903
,05TS,Dew Drop Airport,33.1292991638184,-97.3585968017578
,05TX,Circle A Ranch Airport,32.128974,-97.404582
,05UT,Oljato Airport,37.033626,-110.315778
,05V,Blanca Airport,37.4110984802246,-105.552001953125
,05VA,Providence Airport,37.2242012023926,-78.4186019897461
,05VT,Port of Highgate Springs Heliport,45.0133018493652,-73.0867004394531
,05WA,Sacred Heart Medical Center Helistop,47.6482009887695,-117.414001464844
,05WI,Ames Private Airport,42.6511001586914,-88.7459030151367
,05WN,Flat Creek Field,48.702222,-118.0475
,05XA,Moore County Hospital District Heliport,35.863631,-101.970944
,05XS,Johnson Memorial Airport,33.0792999267578,-91.5431976318359
,05Y,Henning Municipal Airport,46.3037986755371,-95.4394989013672
,06AA,Twisted Sisters Airport,60.540256,-150.813827
,06AK,June Lake Airpark,61.627619,-149.575331
,06AL,Brown Stagefield Army Heliport,31.3883991241455,-85.9723968505859
,06AR,Bondair Airport,35.5444984436035,-92.1848983764648
,06AZ,Mercy Gilbert Medical Center Heliport,33.287759,-111.751454
,,Lucky Landing Marina and Seaplane Base,44.907001,-68.805
,06CA,SCE Solar I Heliport,34.868942,-116.832024
,06CL,Abc7-Tv Heliport,35.1571998596191,-118.289001464844
,06CO,Jecan Airport,37.3875007629395,-103.69100189209
,06FA,William P Gwinn Airport,26.9083995819092,-80.3289031982422
,06FD,Grass Roots Airpark,28.6417007446289,-81.8850021362305
,06FL,Morton Plant Hospital Heliport,27.953527,-82.806222
,06GA,Smith Heliport,33.7533988952637,-84.1621017456055
,06I,Patoka Reservoir Landing Area Seaplane Base,38.4333992004395,-86.6911010742188
,06IA,Rich Field,41.8414001464844,-91.8342971801758
,06ID,Larkin Airport,43.4626998901367,-116.359001159668
,06IL,Humm Airport,41.5994987487793,-88.8699035644531
,,Ellis Fly-In Airport,39.282799,-87.303596
,06IS,Sinele Strip,40.5463981628418,-91.274299621582
,06KS,Riverside Hospital Airlift Heliport,37.69580078125,-97.3724975585938
,,Falcon Heliport,37.525902,-83.344901
,06LA,Panther Helicopters Inc Heliport,29.84606,-90.03216
,,Hammersmith Heliport,41.8736,-88.496901
,06LS,Tembec Heliport,30.7078990936279,-91.320198059082
,06MA,The Barn Heliport,42.690601348877,-71.609001159668
,06MD,Bayview Heliport,39.2914009094238,-76.5463027954102
,06ME,Barker Heliport,44.415247,-70.844275
,06MI,W A Foote Memorial Hospital Heliport,42.2510986328125,-84.3914031982422
,,Pike Field Airport,47.652185,-92.416692
,06MO,Noahs Ark Airport,39.230598449707,-94.8043975830078
,06MT,Torgerson Airport,48.558696,-112.117095
,06N,Randall Airport,41.431999206543,-74.3916015625
,06NC,Tailwinds Airport,34.8274993896484,-78.9302978515625
,06ND,Fitterer's Strip,46.7489013671875,-101.668998718262
,06NE,St Marys Hospital Heliport,40.6800003051758,-95.861701965332
,06NH,Cole Farm Airport,42.9283981323242,-70.9730987548828
,,Chemical Bank - New Jersey Na Heliport,39.950102,-74.999603
,06NV,Silver Creek Airport,39.098333,-114.150277
,06NY,Murphy Field,42.836797,-76.437614
,06O1,Saint Elizabeth Medical Center Heliport,41.1147994995117,-80.6569976806641
,06OH,Hal Joy Airfield,41.5097999572754,-80.5912017822266
,06OI,Green Acres Airport,39.7347984313965,-84.3822021484375
,06OK,Albert Lodge Heliport,36.5416984558105,-94.8336029052734
,06OR,Hayden Mountain Airport,45.4650993347168,-123.080001831055
,06PA,Freefall Oz Airport,41.995792,-78.288152
,06PN,Schiavoni Heliport,40.382733,-76.772533
,06PS,Cherokee Island Castle Heliport,40.4023017883301,-79.9213027954102
,06R,Grawunder Field,29.9419002532959,-96.2461013793945
,06SN,Beyer Farm Airport,37.5839004516602,-97.2530975341797
,06TA,Glaser Field,30.9085006713867,-97.1168975830078
,06TE,Ainsworth Airport,30.3127002716064,-95.0269012451172
,06TN,Hunter STOLport,35.6972999572754,-86.956901550293
,,Roscoe Mc Connico Airport,32.120701,-96.179101
,06TT,6 Mile Airpark,30.860024,-100.201996
,06TX,Diamond N Ranch Airport,30.057919,-95.812489
,06VA,Mount Horeb Field,38.2490005493164,-78.8553009033203
,06WA,N A Degerstrom Yard Heliport,47.6862983703613,-117.197998046875
,06WI,Young Private Airport,45.6627006530762,-92.4502029418945
,06WN,Western Airpark,46.9249992370605,-122.553001403809
,06XA,J & W Windy Hill Airport,33.445914,-96.57079
,06XS,Campbell Field,33.322933,-97.045019
,06Y,Herman Municipal Airport,45.8300018310547,-96.1605987548828
,07AA,Pan Lake Strip Airport,61.6959639,-149.9549028
,07AL,Tac X Stagefield Army Heliport,31.1252002716064,-85.9791030883789
,07AR,Morrilton Airport,35.194339,-92.802473
,07AZ,John C Lincoln Hospital Heliport,33.5666999816895,-112.069000244141
,07B,Blue Hill Airport,44.4480018615723,-68.5697021484375
,,West Side Hospital Heliport,35.138949,-119.451463
,07CL,Richvale Airport,39.4976997375488,-121.771003723145
,07CO,Comanche Creek Airport,39.2635993957519,-104.427001953125
